url,house_type,bathrooms,bedrooms,price,locality,condition,furnishing,24_hour_electricity,air_conditioning,apartment,balcony,chandelier,dining_area,dishwasher,hot_water,kitchen_cabinets,kitchen_shelf,microwave,pop_ceiling,pre_paid_meter,refrigerator,tv,tiled_floor,wardrobe,wi_fi,loc
https jiji com gh lapaz houses apartments for rent bdrm apartment in lapaz for rent kzszx fl uuhom go a html,apartment,1,1,1700.0,lapaz,newly built,unfurnished,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,lapaz
https jiji com gh pillar houses apartments for rent bdrm apartment in pillar for rent rlyy hxoom rs ak q z html,apartment,2,2,3000.0,dome,newly built,unfurnished,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,dome market
https jiji com gh tema metropolitan houses apartments for rent bdrm apartment in klagon ndc tema metropolitan for rent kbvaoxghwrcxqetjbs yfng html,apartment,2,2,3000.0,tema metropolitan,newly built,semi furnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tema metropolitan
https jiji com gh adjiriganor houses apartments for rent bdrm apartment in east legon adjiriganor for rent rbvkeekcmi zecti tsb w html,apartment,1,1,4000.0,adjiriganor,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adjiriganor
https jiji com gh malejor houses apartments for rent bdrm apartment in biosk properties malejor for rent k atid jencl kxwq pey html,apartment,2,2,2500.0,adenta,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adenta
https jiji com gh dzorwulu houses apartments for rent bdrm apartment in dzorwulu for rent dzygr aycj bzn gjbbbgoi html,apartment,3,3,18000.0,dzorwulu,fairly used,unfurnished,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,dzorwulu
https jiji com gh community houses apartments for rent furnished bdrm house in pool tennis court community for rent legyfiu g twp k vxcsem x html,house,3,2,7725.0,tema metropolitan,newly built,furnished,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,tema metropolitan
https jiji com gh tema metropolitan houses apartments for rent bdrm house in community tema metropolitan for rent ul blpznvgfstepmrbnziagm html,house,12,14,29500.0,tema metropolitan,fairly used,unfurnished,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,tema metropolitan
https jiji com gh accra metropolitan houses apartments for rent bdrm house in tseaddoo east accra metropolitan for rent ptfuvqj iuw bxbvoobo ir html,house,5,4,42000.0,accra metropolitan,newly built,unfurnished,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,accra metropolitan
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in adonai real estate adenta for rent heahfgo pxtvtjp n xfjrvv html,apartment,2,2,2000.0,adenta,renovated,unfurnished,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,adenta
https jiji com gh abokobi houses apartments for rent bdrm apartment in abokobi for rent ruwalkhtli dgrdedsqs cwv html,apartment,3,3,4000.0,abokobi,newly built,semi furnished,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,abokobi station
https jiji com gh ecomog houses apartments for rent bdrm apartment in ecomog for rent b fkttwj u psosnmzeusrs html,apartment,3,2,5000.0,haatso,newly built,semi furnished,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,haatso
https jiji com gh lartebiokorshie houses apartments for rent bdrm block of flats in ziewotso ventures lartebiokorshie for rent ogqkip pwqtk gcgpx pe html,block of flats,3,3,3000.0,lartebiokorshie,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lartebiokorshie
https jiji com gh tseaddo houses apartments for rent bdrm apartment in unique key agency tseaddo for rent mteozqr snzjpypbcqkt inl html,apartment,2,2,4500.0,teshie,fairly used,unfurnished,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,teshie
https jiji com gh adjiriganor houses apartments for rent bdrm house in adjiriganor for rent ijvlibrbe rv dktysivsdgm html,house,3,3,26000.0,adjiriganor,fairly used,unfurnished,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,adjiriganor
https jiji com gh ashaley botwe houses apartments for rent bdrm apartment in botwe for rent ayoa s pxlsas bnlb kaqkp html,apartment,1,1,2500.0,ashaley botwe,newly built,semi furnished,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,ashaley botwe
https jiji com gh cantonments houses apartments for rent furnished bdrm apartment in cantonments for rent wcydqetsniyk v oa erw xe html,apartment,2,2,44200.0,cantonments,newly built,furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,cantonments
https jiji com gh ability houses apartments for rent bdrm mansion in e a properties ability for rent xouxrcrgve mghdqcxahqoy html,mansion,5,4,16000.0,adjiriganor,newly built,unfurnished,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,adjiriganor
https jiji com gh kasoa new market houses apartments for rent bdrm apartment in billionaire agent new market for rent klncbpifx wsc hxhwwhgeop html,apartment,1,1,450.0,kasoa,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kasoa
https jiji com gh accra metropolitan houses apartments for rent bdrm house in wisa groups accra metropolitan for rent oc ti guxb v jk pdxmr html,house,4,4,5000.0,accra metropolitan,fairly used,semi furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,accra metropolitan
https jiji com gh east legon houses apartments for rent bdrm house in charclem ventures east legon for rent uuoul a tkzppmlsjbndhla html,house,5,4,28381.0,east legon,fairly used,semi furnished,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,east legon
https jiji com gh east legon houses apartments for rent bdrm house in adjiriganor east legon for rent riafuwq wkvbmv jzcvbms v html,house,3,3,9600.0,east legon,fairly used,unfurnished,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,east legon
https jiji com gh cantonments houses apartments for rent bdrm townhouse terrace in pelikan place cantonments for rent cruiojaopppkt anjkylmbw html,townhouse terrace,3,4,41000.0,cantonments,fairly used,unfurnished,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,cantonments
https jiji com gh east legon houses apartments for rent furnished bdrm apartment in east legon for rent vikobasrpapdc vmeaeistb html,apartment,2,3,15000.0,east legon,fairly used,furnished,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,east legon
https jiji com gh school area houses apartments for rent bdrm apartment in ultimate estate school area for rent xjsgslcii vbp mdvah nh html,apartment,1,1,700.0,achimota,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achimota
https jiji com gh adjiriganor houses apartments for rent bdrm apartment in adjiriganor for rent l ji hetz hn zd av sotsn html,apartment,2,2,12750.0,adjiriganor,fairly used,semi furnished,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,adjiriganor
https jiji com gh american house houses apartments for rent bdrm mansion in e a properties american house for rent yhscjylcn yogm ptsrvmur html,mansion,5,5,28000.0,east legon,fairly used,semi furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,east legon
https jiji com gh madina houses apartments for rent bdrm apartment in east legon madina for rent feubpvk bmmhd kbppucblu html,apartment,2,2,4500.0,madina,fairly used,semi furnished,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,madina
https jiji com gh ablekuma houses apartments for rent bdrm apartment in oduma ablekuma for rent wvx yzwqafl xtsbj dvhck html,apartment,2,2,2000.0,ablekuma,fairly used,semi furnished,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,ablekuma
https jiji com gh barrier houses apartments for rent bdrm apartment in barrier for rent pxyudov eo dv dxj ookmdy html,apartment,3,3,2500.0,adenta,newly built,unfurnished,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,adenta
https jiji com gh oyarifa houses apartments for rent bdrm house in oyarifa for rent pyss ohatrcw zlxqrgp fc html,house,3,3,5600.0,oyarifa,fairly used,unfurnished,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,oyarifa
https jiji com gh first junction houses apartments for rent mini flat in first junction for rent blbywbgyfkzvplvg mplexii html,mini flat,1,1,650.0,teshie,newly built,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,teshie
https jiji com gh lartebiokoshie houses apartments for rent bdrm apartment in lartebiokoshie for rent dmc ktwarqgqotszol lpbk html,apartment,1,1,1700.0,lartebiokorshie,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lartebiokorshie
https jiji com gh amasaman houses apartments for rent bdrm apartment in amasaman for rent h zxu su rq sm l xrd html,apartment,1,1,1000.0,ga west municipal,newly built,unfurnished,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,ga west municipal
https jiji com gh east legon houses apartments for rent bdrm duplex in east legon for rent kmqmafggvertkibhjtysjfwp html,duplex,5,5,39000.0,east legon,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,east legon
https jiji com gh oyarifa houses apartments for rent bdrm duplex in pleasantplaces oyarifa for rent hx lqjid pdsb rxnqycn html,duplex,3,3,6500.0,oyarifa,newly built,unfurnished,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,oyarifa
https jiji com gh weija junction houses apartments for rent furnished bdrm apartment in justice estate weija junction for rent nqtbvq o apvs htkjmwy c html,apartment,1,1,3000.0,weija,newly built,furnished,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,weija
https jiji com gh teshie new town houses apartments for rent bdrm house in new town for rent dyw lxhk nbku lmopp swx html,house,1,1,800.0,teshie,newly built,unfurnished,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,teshie
https jiji com gh haatso houses apartments for rent bdrm apartment in ab richie properties haatso for rent bjqj udch lx ehhf wozs e html,apartment,2,2,4200.0,haatso,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haatso
https jiji com gh west legon houses apartments for rent bdrm house in west legon for rent hhn h okrzkabz n wqi g html,house,2,4,8000.0,west legon,fairly used,semi furnished,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,west legon
https jiji com gh ledzokuku krowor houses apartments for rent bdrm house in teshie ledzokuku krowor for rent k nekq mftjnuvac g jvhlf html,house,1,1,650.0,teshie,fairly used,unfurnished,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,teshie
https jiji com gh abofu houses apartments for rent bdrm apartment in achimota abofu for rent yugwj vf nayo kkuvlvde e html,apartment,1,1,1500.0,achimota,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achimota
https jiji com gh pokuase houses apartments for rent bdrm house in pokuase for rent hrb xejje c dbijyvwumql html,house,5,5,4000.0,pokuase,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pokuase
https jiji com gh dansoman houses apartments for rent bdrm apartment in dansoman sahara for rent ixqdfui lwvoh jpbeihntae html,apartment,1,1,1000.0,dansoman,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dansoman
https jiji com gh ac mall area houses apartments for rent furnished bdrm house in east legon a c mall area for rent yliblzeidmwk cmz topz html,house,3,3,9999.0,east legon,fairly used,furnished,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,east legon
https jiji com gh a lang awoshie houses apartments for rent bdrm apartment in awoshie a lang for rent mjzzpz mas uxddquxtpaum html,apartment,2,2,3000.0,awoshie,fairly used,unfurnished,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,awoshie
https jiji com gh lake side estate houses apartments for rent bdrm apartment in lakeside for rent u yniifotankevtnwfwq u html,apartment,1,1,1200.0,ashaley botwe,newly built,unfurnished,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,ashaley botwe
https jiji com gh oyibi houses apartments for rent bdrm apartment in healers real estate oyibi for rent h jkwpu wyixsyiwirgzb html,apartment,3,2,1500.0,oyibi,newly built,unfurnished,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,oyibi
https jiji com gh airport residential area houses apartments for rent bdrm apartment in east airport for rent htspdtahnrifv g cvouvflr html,apartment,1,1,2500.0,airport residential area,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,airport residential area
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in foster home adenta for rent uq mhmd khrm k xaxbikg html,apartment,1,1,1500.0,adenta,fairly used,semi furnished,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,adenta
https jiji com gh tantra hills houses apartments for rent bdrm house in tantra hills for rent srkjxe jc jecb wbsgjdfj html,house,6,4,12000.0,tantra hills,fairly used,unfurnished,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,tantra hills
https jiji com gh east legon houses apartments for rent bdrm house in east legon for rent dycundw oobspucsokrdso html,house,4,4,10000.0,east legon,fairly used,unfurnished,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,east legon
https jiji com gh spintex houses apartments for rent bdrm house in coastal spintex for rent byqv xd mu qjx tedu jntj html,house,1,1,3000.0,spintex,fairly used,unfurnished,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,spintex
https jiji com gh taifa burkina houses apartments for rent bdrm apartment in paradise estates taifa burkina for rent baxj c vmlwhnvgangpbs html,apartment,2,2,3500.0,taifa burkina,newly built,unfurnished,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,taifa burkina
https jiji com gh airport residential area houses apartments for rent bdrm apartment in tseaddo airport residential area for rent cmrs lrfiz hwofgqx hxu y html,apartment,3,3,5500.0,airport residential area,fairly used,semi furnished,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,airport residential area
https jiji com gh east legon houses apartments for rent bdrm apartment in east legon hills for rent mfikolcstdx hceemuzfypq html,apartment,2,2,5000.0,east legon,renovated,semi furnished,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,east legon
https jiji com gh coca cola houses apartments for rent furnished bdrm apartment in frimpongmaa coca cola for rent mviowewy ed yfkexr o xf html,apartment,2,2,6000.0,spintex,newly built,furnished,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,spintex
https jiji com gh ablekuma houses apartments for rent bdrm apartment in ablekuma for rent gcjtczvslyvaldovuuhr rrr html,apartment,2,3,2000.0,ablekuma,newly built,unfurnished,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,ablekuma
https jiji com gh oyarifa houses apartments for rent bdrm house in oyarifa area for rent nkt bx vcss fhvmmykyvk s html,house,6,6,4500.0,oyarifa,fairly used,unfurnished,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,oyarifa
https jiji com gh police station legon houses apartments for rent bdrm house in trasacco valley police station for rent wrsk g sszorswqaszyuzbbn html,house,4,4,22700.0,east legon,fairly used,unfurnished,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,east legon
https jiji com gh teshie new town houses apartments for rent bdrm apartment in the dorns properties new town for rent mfrgjvuryln in ycsnq lh html,apartment,1,1,1500.0,teshie,renovated,unfurnished,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,teshie
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in baron first adenta for rent p h ijbtuqn taqo l rkby html,apartment,2,2,3500.0,adenta,newly built,semi furnished,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,adenta
https jiji com gh teshie houses apartments for rent bdrm apartment in teshie for rent ss yf ejhjzurwwliwpnrf html,apartment,1,1,2500.0,teshie,newly built,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teshie
https jiji com gh roman ridge houses apartments for rent bdrm apartment in dr roko roman ridge for rent tl canzoz sjtnmu doizuiq html,apartment,3,2,18700.0,roman ridge,newly built,semi furnished,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,roman ridge
https jiji com gh oyarifa houses apartments for rent bdrm apartment in oyarifa for rent fqzmiwqhjan tledpk jbk n html,apartment,3,2,1500.0,oyarifa,newly built,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oyarifa
https jiji com gh manet court houses apartments for rent bdrm duplex in manet court for rent ad bpzkagscqn teklrmobns html,duplex,3,3,14000.0,spintex,newly built,unfurnished,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,spintex
https jiji com gh american house houses apartments for rent bdrm house in ogbojo american house for rent bqbthilztq mx adioccanu html,house,5,5,12000.0,east legon,fairly used,semi furnished,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,east legon
https jiji com gh teshie houses apartments for rent furnished bdrm apartment in fairhaven teshie for rent csjppfewewpazw azs cyfi html,apartment,1,1,6000.0,teshie,newly built,furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,teshie
https jiji com gh spintex houses apartments for rent bdrm apartment in spintex for rent rwd pniojul blamgi mvb html,apartment,2,3,2500.0,spintex,fairly used,unfurnished,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,spintex
https jiji com gh west legon houses apartments for rent bdrm apartment in west legon for rent mccudpe hqsc qrpp etivyq html,apartment,3,2,4000.0,west legon,fairly used,semi furnished,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,west legon
https jiji com gh accra metropolitan houses apartments for rent bdrm apartment in east airport accra metropolitan for rent fwlmdyto tfznc yfifzsi html,apartment,3,3,12000.0,accra metropolitan,newly built,unfurnished,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,accra metropolitan
https jiji com gh adenta municipal houses apartments for rent bdrm apartment in adenta for rent csxaeqajeqozfookiorpnnrp html,apartment,1,1,600.0,adenta,fairly used,semi furnished,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,adenta
https jiji com gh ga south municipal houses apartments for rent bdrm apartment in kwasieman ga south municipal for rent g or aaamap v hk y mwe html,apartment,1,1,750.0,ga south municipal,renovated,unfurnished,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ga south municipal
https jiji com gh spintex houses apartments for rent bdrm apartment in community area for rent fi rpfwbqkc eqmh rnmnz html,apartment,4,3,4000.0,spintex,fairly used,semi furnished,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,spintex
https jiji com gh spintex houses apartments for rent bdrm apartment in hfc estates spintex for rent dyylshnrmm iutysc kxn html,apartment,2,2,3500.0,spintex,fairly used,unfurnished,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,spintex
https jiji com gh north legon houses apartments for rent bdrm townhouse terrace in north legon for rent djvmraxnlrsafgfnpjrn b html,townhouse terrace,3,3,24999.0,north legon,newly built,semi furnished,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,north legon
https jiji com gh ashomang estate houses apartments for rent bdrm house in ashongman estate for rent lk xdr gv nsgpneh vooqdw html,house,3,3,7000.0,ashomang estate,newly built,semi furnished,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,ashomang estate
https jiji com gh oyarifa houses apartments for rent bdrm apartment in teiman oyarifa for rent egibqfr xlfmikhxa gahdx html,apartment,1,1,1200.0,oyarifa,newly built,unfurnished,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,oyarifa
https jiji com gh accra metropolitan houses apartments for rent bdrm house in accra metropolitan for rent wkbxjqx c bxykyagdqn vvc html,house,3,3,4000.0,accra metropolitan,newly built,semi furnished,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,accra metropolitan
https jiji com gh achimota houses apartments for rent furnished bdrm townhouse terrace in golf hills achimota for rent tpkfryvuhlgha ngdfb cax html,townhouse terrace,4,4,23000.0,achimota,newly built,furnished,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,achimota
https jiji com gh school junction houses apartments for rent bdrm apartment in botwe high ways school junction for rent hmcbuy uf jcv gjngwgi ec html,apartment,1,1,2000.0,ashaley botwe,renovated,unfurnished,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,ashaley botwe
https jiji com gh west hills mall houses apartments for rent bdrm house in mr dennis estates west hills mall area for rent tvrwr rduolj bh olk e u html,house,3,4,7000.0,weija,newly built,semi furnished,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,weija
https jiji com gh tseaddo houses apartments for rent bdrm townhouse terrace in tes addo is tseaddo for rent uir fna rvat vskuz u mpu html,townhouse terrace,3,3,19881.0,teshie,fairly used,semi furnished,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,teshie
https jiji com gh north legon houses apartments for rent bdrm house in wisa groups north legon for rent dxcawoy hqvpjvntdukocz r html,house,2,2,4000.0,north legon,newly built,semi furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,north legon
https jiji com gh kasoa houses apartments for rent bdrm apartment in kasoa for rent djkmtpi n givntzrkvijfhv html,apartment,1,1,350.0,kasoa,fairly used,unfurnished,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,kasoa
https jiji com gh east legon houses apartments for rent bdrm house in royal footprint east legon for rent twkzhephpkq caztgqa t jt html,house,5,4,11000.0,east legon,newly built,unfurnished,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,east legon
https jiji com gh celsbridge area houses apartments for rent furnished bdrm apartment in labone celsbridge area for rent u m ide qqnzl o k nxpwi html,apartment,2,1,16500.0,labone,newly built,furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,labone
https jiji com gh adjiriganor houses apartments for rent bdrm duplex in dr roko adjiriganor for rent xirly ce mvereugckalshs html,duplex,5,4,12000.0,adjiriganor,newly built,semi furnished,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,adjiriganor
https jiji com gh cantonments houses apartments for rent furnished bdrm apartment in cantonments for rent b q nmriieevs uelwfq html,apartment,3,3,29250.0,cantonments,renovated,furnished,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,cantonments
https jiji com gh pokuase houses apartments for rent furnished studio apartment in amasaman junction pokuase for rent pzwtyvs ftsi mkw oeslzb html,studio apartment,1,1,1000.0,pokuase,newly built,furnished,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,pokuase
https jiji com gh cantonments houses apartments for rent furnished bdrm apartment in cantonment cantonments for rent xqbcoco hdlg vm md r html,apartment,2,2,30000.0,cantonments,newly built,furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,cantonments
https jiji com gh kasoa houses apartments for rent bdrm apartment in kasoa new town for rent tkzc eqgyhmuc m df pizxj html,apartment,2,2,1500.0,kasoa,newly built,semi furnished,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,kasoa
https jiji com gh pokuase houses apartments for rent bdrm duplex in dr roko pokuase for rent c ricxx b rqqnx tdxv html,duplex,5,5,5000.0,pokuase,newly built,unfurnished,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,pokuase
https jiji com gh amasaman houses apartments for rent bdrm house in amasaman for rent nnj x mrjzoiba h ak c cm html,house,2,2,1500.0,ga west municipal,fairly used,semi furnished,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,ga west municipal
https jiji com gh east legon houses apartments for rent bdrm house in a c mall east legon for rent uadj lccfsdbd ehl jrfljp html,house,4,4,30000.0,east legon,fairly used,unfurnished,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,east legon
https jiji com gh tseaddo houses apartments for rent bdrm house in tseaddo for rent rts vq z g qibu vphkqjmr html,house,2,2,5000.0,teshie,newly built,unfurnished,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,teshie
https jiji com gh east legon houses apartments for rent bdrm apartment in charclem ventures east legon for rent rgqzvgythvc u w ycc ngff html,apartment,3,3,8000.0,east legon,newly built,semi furnished,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,east legon
https jiji com gh spintex houses apartments for rent furnished bdrm duplex in spintex for rent smvagflvmks udmuyzlojqrr html,duplex,5,4,31000.0,spintex,newly built,furnished,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,spintex
https jiji com gh us embassy area houses apartments for rent furnished bdrm apartment in cantonments us embassy area for rent ww uzchk c fnhj u fs o html,apartment,4,3,64000.0,cantonments,newly built,furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cantonments
https jiji com gh tseaddo houses apartments for rent bdrm apartment in tseaddo for rent mecce fcv sptlpubbeiqafn html,apartment,2,2,3000.0,teshie,fairly used,unfurnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teshie
https jiji com gh east legon houses apartments for rent furnished bdrm duplex in wisa group east legon for rent gpucslf ybpl qc odi mnhx html,duplex,4,4,52500.0,east legon,fairly used,furnished,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,east legon
https jiji com gh north ridge houses apartments for rent furnished bdrm apartment in north ridge for rent fygeiu snmie pjwygoih wd html,apartment,2,2,24000.0,ridge,newly built,furnished,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,greater accra regional hospital
https jiji com gh accra metropolitan houses apartments for rent furnished bdrm apartment in mile accra metropolitan for rent imxvyvdvjarneqcoq dzp html,apartment,1,1,8000.0,accra metropolitan,fairly used,furnished,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,accra metropolitan
https jiji com gh east legon houses apartments for rent bdrm house in east legon for rent yywrxrhosmr mkhbic ukvop html,house,6,5,60819.0,east legon,newly built,semi furnished,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,east legon
https jiji com gh ghana flag houses apartments for rent bdrm house in e a properties ghana flag for rent twcbfw jrdxileiparjksf html,house,5,4,5500.0,oyarifa,newly built,semi furnished,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,oyarifa
https jiji com gh oyibi houses apartments for rent bdrm room parlour in oyibi for rent od qn ksa fwqaj konx aff html,room parlour,1,1,1000.0,oyibi,newly built,unfurnished,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,oyibi
https jiji com gh amasaman houses apartments for rent bdrm apartment in amasaman for rent d wov armvkkb suujosjc f html,apartment,1,1,1200.0,ga west municipal,newly built,semi furnished,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,ga west municipal
https jiji com gh accra metropolitan houses apartments for rent bdrm apartment in st ernest dickson t accra metropolitan for rent zfpuerwcxq xtkr ppqaj c html,apartment,1,1,2500.0,accra metropolitan,newly built,semi furnished,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,accra metropolitan
https jiji com gh spintex houses apartments for rent bdrm house in bed house for rent spintex for rent wfmzlfiuo mjzvw vvzcdq j html,house,5,4,20000.0,spintex,fairly used,unfurnished,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,spintex
https jiji com gh spintex houses apartments for rent bdrm apartment in kg franco properties spintex for rent adnkbeeziee ypug rvdj v html,apartment,3,3,3800.0,spintex,fairly used,unfurnished,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,spintex
